,Company,ESG score,Clean200,ScienceBasedTargets,Country,Symbol NQ
1856, Marsh & McLennan Cos Inc ,21,0.0,0.0,na,na
1857, Martin Marietta Materials Inc ,16,0.0,0.0,na,na
1858, Marubeni Corp ,68,0.0,0.0,na,na
1859, Marui Group Co Ltd ,67,0.0,0.0,na,na
1860, Maruichi Steel Tube Ltd ,3,0.0,0.0,na,na
1861, Maruti Suzuki India Ltd ,23,0.0,0.0,na,na
1862, Marvell Technology Group Ltd ,12,0.0,0.0,na,MRVL
1863, Masco Corp ,23,0.0,0.0,na,na
1864, Masimo Corp ,13,0.0,0.0,na,MASI
1865, Masisa SA ,2,0.0,0.0,na,na
1866, Masraf Al Rayan QSC ,9,0.0,0.0,na,na
1867, Mastercard Inc ,58,0.0,1.0,United States of America (USA),na
1868, Matsumotokiyoshi Holdings Co Ltd ,2,0.0,0.0,na,na
1869, Mattel Inc ,14,0.0,0.0,na,na
1870, Maxim Integrated Products Inc ,27,0.0,0.0,na,MXIM
1871, MAXIMUS Inc ,40,0.0,0.0,na,na
1872, Maxis Bhd ,20,0.0,0.0,na,na
1873, Mayne Pharma Group Ltd ,16,0.0,0.0,na,na
1874, Mazda Motor Corp ,72,0.0,0.0,na,na
1875, mBank SA ,24,0.0,0.0,na,na
1876, McCormick & Co Inc/MD ,57,0.0,1.0,United States of America (USA),na
1877, McDonald's Corp ,28,0.0,0.0,na,na
1878, McDonald's Holdings Co Japan Ltd ,1,0.0,0.0,na,na
1879, McKesson Corp ,29,0.0,0.0,na,na
1880, McMillan Shakespeare Ltd ,19,0.0,0.0,na,na
1881, Mebuki Financial Group Inc ,6,0.0,0.0,na,na
1882, MediaTek Inc ,28,0.0,0.0,na,na
1883, Medibank Pvt Ltd ,54,0.0,0.0,na,na
1884, Medical Properties Trust Inc ,5,0.0,0.0,na,na
1885, Mediclinic International PLC ,40,0.0,0.0,na,na
1886, Mediobanca Banca di Credito Finanziario SpA ,45,0.0,0.0,na,na
1887, Medipal Holdings Corp ,10,0.0,0.0,na,na
1888, Medipost Co Ltd ,1,0.0,0.0,na,na
1889, MEDNAX Inc ,12,0.0,0.0,na,na
1890, Medtronic PLC ,67,0.0,0.0,na,na
1891, Medy-Tox Inc ,0,0.0,0.0,na,na
1892, Mega Financial Holding Co Ltd ,48,0.0,0.0,na,na
1893, Megacable Holdings SAB de CV ,3,0.0,0.0,na,na
1894, Megaworld Corp ,7,0.0,0.0,na,na
1895, MEIJI Holdings Co Ltd ,55,0.0,0.0,na,na
1896, Melco Resorts & Entertainment Ltd ,20,0.0,0.0,na,MLCO
1897, Melia Hotels International SA ,83,0.0,1.0,Spain,na
1898, Melrose Industries PLC ,16,1.0,0.0,na,na
1899, Merck & Co Inc ,40,0.0,0.0,na,na
1900, Merck KGaA ,36,0.0,0.0,na,na
1901, Meridian Energy Ltd ,65,0.0,0.0,na,na
1902, Merit Medical Systems Inc ,13,0.0,0.0,na,MMSI
1903, Meritz Fire & Marine Insurance Co Ltd ,0,0.0,0.0,na,na
1904, Meritz Securities Co Ltd ,19,0.0,0.0,na,na
1905, Merlin Entertainments PLC ,20,0.0,0.0,na,na
1906, Merlin Properties Socimi SA ,34,0.0,0.0,na,na
1907, Metcash Ltd ,18,0.0,0.0,na,na
1908, Methanex Corp ,24,0.0,0.0,na,MEOH
1909, MetLife Inc ,56,0.0,0.0,na,na
1910, METRO AG ,82,0.0,1.0,Germany,na
1911, Metro Inc/CN ,24,0.0,1.0,Germany,na
1912, Metro Pacific Investments Corp ,34,0.0,0.0,na,na
1913, Metropolitan Bank & Trust Co ,14,0.0,0.0,na,na
1914, Metso OYJ ,31,1.0,1.0,Finland,na
1915, Mettler-Toledo International Inc ,35,0.0,0.0,na,na
1916, Mezzion Pharma Co Ltd ,4,0.0,0.0,na,na
1917, MFA Financial Inc ,9,0.0,0.0,na,na
1918, MGIC Investment Corp ,12,0.0,0.0,na,na
1919, MGM Resorts International ,25,0.0,1.0,United States of America (USA),na
1920, Micro Focus International PLC ,18,0.0,0.0,na,na
1921, Micro-Star International Co Ltd ,30,0.0,0.0,na,na
1922, Microchip Technology Inc ,24,0.0,0.0,na,MCHP
1923, Micron Technology Inc ,41,0.0,0.0,na,na
1924, Microsoft Corp ,57,0.0,1.0,United States of America (USA),MSFT
1925, Mid-America Apartment Communities Inc ,8,0.0,0.0,na,na
1926, Middleby Corp ,14,0.0,0.0,na,na
1927, Millicom International Cellular SA ,28,0.0,0.0,na,TIGO
1928, MINEBEA MITSUMI Inc ,29,0.0,0.0,na,na
1929, Minera Valparaiso SA ,1,0.0,0.0,na,na
1930, Mineral Resources Ltd ,13,0.0,0.0,na,na
1931, Minor International PCL ,66,0.0,0.0,na,na
1932, Minsur SA ,16,0.0,0.0,na,na
1933, Minth Group Ltd ,18,0.0,0.0,na,na
1934, Mirae Asset Daewoo Co Ltd ,69,0.0,0.0,na,na
1935, Mirvac Group ,72,0.0,0.0,na,na
1936, MISC Bhd ,40,0.0,0.0,na,na
1937, MISUMI Group Inc ,5,0.0,0.0,na,na
1938, Mitr Phol Sugar Corporation Limited ,73,0.0,0.0,na,na
1939, Mitsubishi Chemical Holdings Corp ,80,0.0,0.0,na,na
1940, Mitsubishi Corp ,37,0.0,0.0,na,na
1941, Mitsubishi Electric Corp ,39,0.0,1.0,Japan,na
1942, Mitsubishi Estate Co Ltd ,47,0.0,0.0,na,na
1943, Mitsubishi Gas Chemical Co Inc ,16,0.0,0.0,na,na
1944, Mitsubishi Heavy Industries Ltd ,73,0.0,0.0,na,na
1945, Mitsubishi Materials Corp ,51,0.0,0.0,na,na
1946, Mitsubishi Motors Corp ,26,0.0,0.0,na,na
1947, Mitsubishi Tanabe Pharma Corp ,68,0.0,0.0,na,na
1948, Mitsubishi UFJ Financial Group Inc ,49,0.0,0.0,na,na
1949, Mitsubishi UFJ Lease & Finance Co Ltd ,18,0.0,0.0,na,na
1950, Mitsui & Co Ltd ,70,0.0,0.0,na,na
1951, Mitsui Chemicals Inc ,68,0.0,0.0,na,na
1952, Mitsui Fudosan Co Ltd ,25,0.0,0.0,na,na
1953, Mitsui OSK Lines Ltd ,19,0.0,0.0,na,na
1954, Miura Co Ltd ,2,0.0,0.0,na,na
1955, Mizrahi Tefahot Bank Ltd ,27,0.0,0.0,na,na
1956, Mizuho Financial Group Inc ,65,0.0,0.0,na,na
1957, MKS Instruments Inc ,8,0.0,0.0,na,na
1958, MMC Norilsk Nickel PJSC ,37,0.0,0.0,na,na
1959, Mobile TeleSystems PJSC ,20,0.0,0.0,na,na
1960, Modern Times Group MTG AB ,42,0.0,0.0,na,na
1961, Mohawk Industries Inc ,21,0.0,0.0,na,na
1962, MOL Hungarian Oil & Gas PLC ,70,0.0,0.0,na,na
1963, Molibdenos y Metales SA ,1,0.0,0.0,na,na
1964, Molina Healthcare Inc ,11,0.0,0.0,na,na
1965, Molson Coors Brewing Co ,66,0.0,1.0,United States of America (USA),na
1966, Momentum Metropolitan Holdings ,30,0.0,0.0,na,na
1967, Momo Inc ,5,0.0,0.0,na,MOMO
1968, Monadelphous Group Ltd ,22,0.0,0.0,na,na
1969, Moncler SpA ,85,0.0,0.0,na,na
1970, Mondelez International Inc ,77,0.0,0.0,na,na
1971, Mondi PLC ,65,0.0,1.0,United Kingdom (UK),na
1972, Moneta Money Bank AS ,20,0.0,0.0,na,na
1973, Monolithic Power Systems Inc ,8,0.0,0.0,na,MPWR
1974, MonotaRO Co Ltd ,2,0.0,0.0,na,na
1975, Monster Beverage Corp ,7,0.0,0.0,na,MNST
1976, Moody's Corp ,41,0.0,1.0,United States of America (USA),na
1977, Morgan Stanley ,35,0.0,0.0,na,na
1978, Morinaga & Co Ltd/Japan ,13,0.0,0.0,na,na
1979, Mosaic Co ,35,0.0,0.0,na,na
1980, Moscow Exchange MICEX-RTS PJSC ,26,0.0,0.0,na,na
1981, Motherson Sumi Systems Ltd ,13,0.0,0.0,na,na
1982, Motor Oil Hellas Corinth Refineries SA ,24,0.0,0.0,na,na
1983, Motorola Solutions Inc ,35,0.0,0.0,na,na
1984, Motus Holdings Ltd ,23,0.0,0.0,na,na
1985, Mowi ASA ,21,0.0,1.0,Norway,na
1986, Mr Price Group Ltd ,22,0.0,0.0,na,na
1987, MS&AD Insurance Group Holdings Inc ,77,0.0,0.0,na,na
1988, MSA Safety Inc ,9,0.0,0.0,na,na
1989, MSC Industrial Direct Co Inc ,17,0.0,0.0,na,na
1990, MSCI Inc ,18,0.0,0.0,na,na
1991, MTN Group Ltd ,28,0.0,0.0,na,na
1992, MTR Corp Ltd ,64,1.0,0.0,na,na
1993, MTU Aero Engines AG ,33,0.0,0.0,na,na
1994, Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen ,79,0.0,0.0,na,na
1995, Multiexport Foods SA ,51,0.0,0.0,na,na
1996, Multiplan Empreendimentos Imobiliarios SA ,12,0.0,0.0,na,na
1997, Murata Manufacturing Co Ltd ,35,1.0,1.0,Japan,na
1998, Mylan NV ,19,0.0,0.0,na,MYL
1999, Nabtesco Corp ,78,0.0,1.0,Japan,na
2000, Nagoya Railroad Co Ltd ,0,0.0,0.0,na,na
2001, Nan Ya Plastics Corp ,11,0.0,0.0,na,na
2002, Nankai Electric Railway Co Ltd ,15,0.0,0.0,na,na
2003, Nanosonics Ltd ,12,0.0,0.0,na,na
2004, Nanya Technology Corp ,86,0.0,0.0,na,na
2005, Nasdaq Inc ,46,0.0,0.0,na,na
2006, Naspers Ltd ,12,0.0,0.0,na,na
2007, National Australia Bank Ltd ,79,0.0,0.0,na,na
2008, National Bank of Canada ,44,0.0,0.0,na,na
2009, National Grid PLC ,44,0.0,1.0,United Kingdom (UK),na
2010, National Instruments Corp ,16,0.0,0.0,na,NATI
2011, National Oilwell Varco Inc ,14,0.0,0.0,na,na
2012, National Retail Properties Inc ,4,0.0,0.0,na,na
2013, National Storage REIT ,19,0.0,0.0,na,na
2014, Natixis SA ,36,0.0,0.0,na,na
2015, Natura Cosmeticos SA ,70,1.0,0.0,na,na
2016, Naturgy Energy Group SA ,82,0.0,0.0,na,na
2017, NAVER Corp ,12,0.0,0.0,na,na
2018, NCR Corp ,12,0.0,0.0,na,na
2019, NCSoft Corp ,18,0.0,0.0,na,na
2020, NEC Corp ,77,0.0,1.0,Japan,na
2021, Nedbank Group Ltd ,76,0.0,0.0,na,na
2022, Nektar Therapeutics ,14,0.0,0.0,na,NKTR
2023, Nemak SAB de CV ,43,0.0,0.0,na,na
2024, Neogen Corp ,8,0.0,0.0,na,NEOG
2025, NEPI Rockcastle PLC ,20,0.0,0.0,na,na
2026, Neste Oyj ,83,0.0,0.0,na,na
2027, Nestle India Ltd ,21,0.0,0.0,na,na
2028, Nestle Malaysia Bhd ,36,0.0,0.0,na,na
2029, Nestle SA ,81,0.0,0.0,na,na
2030, NetApp Inc ,30,0.0,0.0,na,na
2031, Netcare Ltd ,49,0.0,0.0,na,na
2032, NetEase Inc ,19,0.0,0.0,na,na
2033, Netflix Inc ,9,0.0,0.0,na,na
2034, Netmarble Corp ,3,0.0,0.0,na,na
2035, Neurocrine Biosciences Inc ,11,0.0,0.0,na,na
2036, New China Life Insurance Co Ltd ,9,0.0,0.0,na,na
2037, New Hope Corp Ltd ,11,0.0,0.0,na,na
2038, New Jersey Resources Corp ,13,0.0,0.0,na,na
2039, New Oriental Education & Technology Group Inc ,9,0.0,0.0,na,na
2040, New Relic Inc ,8,0.0,0.0,na,na
2041, New Residential Investment Corp ,7,0.0,0.0,na,na
2042, New World Development Co Ltd ,63,0.0,0.0,na,na
2043, New York Community Bancorp Inc ,14,0.0,0.0,na,na
2044, New York Times Co ,8,0.0,0.0,na,na
2045, Newcrest Mining Ltd ,54,0.0,0.0,na,na
2046, Newell Brands Inc ,13,0.0,0.0,na,NWL
2047, NewMarket Corp ,7,0.0,0.0,na,na
2048, Newmont Goldcorp Corp ,84,0.0,0.0,na,na
2049, News Corp ,23,0.0,1.0,United States of America (USA),NWSA
2050, Nexa Resources Atacocha SAA ,1,0.0,0.0,na,na
2051, Nexa Resources Peru SAA ,30,0.0,0.0,na,na
2052, Nexity SA ,52,0.0,1.0,France,na
2053, Nexon Co Ltd ,8,0.0,0.0,na,na
2054, Nexstar Media Group Inc ,9,0.0,0.0,na,NXST
2055, Next PLC ,36,0.0,0.0,na,na
2056, NEXTDC Ltd ,25,0.0,0.0,na,na
2057, NextEra Energy Inc ,28,0.0,0.0,na,na
2058, NGK Insulators Ltd ,56,0.0,0.0,na,na
2059, NGK Spark Plug Co Ltd ,67,0.0,0.0,na,na
2060, NH Foods Ltd ,51,0.0,0.0,na,na
2061, NH Hotel Group SA ,71,0.0,1.0,Spain,na
2062, NH Investment & Securities Co Ltd ,20,0.0,0.0,na,na
2063, nib holdings Ltd/Australia ,44,0.0,0.0,na,na
2064, Nibe Industrier AB ,25,1.0,0.0,na,na
2065, Nice Ltd ,11,0.0,0.0,na,NICE
2066, Nichirei Corp ,46,0.0,0.0,na,na
2067, Nidec Corp ,22,1.0,0.0,na,na
2068, Nielsen Holdings PLC ,66,0.0,0.0,na,na
2069, Nien Made Enterprise Co Ltd ,30,0.0,0.0,na,na
2070, Nifco Inc/Japan ,1,0.0,0.0,na,na
2071, Nihon Kohden Corp ,13,0.0,0.0,na,na
2072, Nihon M&A Center Inc ,2,0.0,0.0,na,na
2073, NIKE Inc ,59,0.0,0.0,na,na
2074, Nikon Corp ,66,0.0,1.0,Japan,na
2075, Nine Dragons Paper Holdings Ltd ,9,0.0,0.0,na,na
2076, Nine Entertainment Co Holdings Ltd ,15,0.0,0.0,na,na
2077, Nintendo Co Ltd ,15,0.0,0.0,na,na
2078, Nippon Building Fund Inc ,5,0.0,0.0,na,na
2079, Nippon Electric Glass Co Ltd ,14,0.0,0.0,na,na
2080, Nippon Express Co Ltd ,25,0.0,0.0,na,na
2081, Nippon Kayaku Co Ltd ,29,0.0,0.0,na,na
2082, Nippon Paint Holdings Co Ltd ,18,0.0,0.0,na,na
2083, Nippon Prologis REIT Inc ,65,0.0,0.0,na,na
2084, Nippon Shinyaku Co Ltd ,14,0.0,0.0,na,na
2085, Nippon Shokubai Co Ltd ,12,0.0,0.0,na,na
2086, Nippon Steel Corp ,16,0.0,0.0,na,na
2087, Nippon Telegraph & Telephone Corp ,84,0.0,0.0,na,na
2088, Nippon Yusen KK ,65,0.0,1.0,Japan,na
2089, NiSource Inc ,62,0.0,0.0,na,na
2090, Nissan Chemical Corp ,64,0.0,0.0,na,na
2091, Nissan Motor Co Ltd ,61,0.0,1.0,Japan,na
2092, Nisshin Seifun Group Inc ,9,0.0,0.0,na,na
2093, Nissin Foods Holdings Co Ltd ,71,0.0,0.0,na,na
2094, Nitori Holdings Co Ltd ,9,0.0,0.0,na,na
2095, Nitratos de Chile SA ,1,0.0,0.0,na,na
2096, Nitto Denko Corp ,58,1.0,0.0,na,na
2097, NMC Health PLC ,19,0.0,0.0,na,na
2098, NMDC Ltd ,21,0.0,0.0,na,na
2099, NN Group NV ,78,0.0,0.0,na,na
2100, Noble Energy Inc ,32,0.0,0.0,na,na
2101, NOF Corp ,12,0.0,0.0,na,na
2102, Nokia OYJ ,40,1.0,1.0,Finland,na
2103, Nokian Renkaat OYJ ,79,0.0,0.0,na,na
2104, Nomad Foods Ltd ,49,0.0,1.0,United Kingdom (UK),na
2105, Nomura Holdings Inc ,64,0.0,0.0,na,na
2106, Nomura Real Estate Holdings Inc ,24,0.0,0.0,na,na
2107, Nomura Real Estate Master Fund Inc ,24,0.0,0.0,na,na
2108, Nomura Research Institute Ltd ,78,0.0,1.0,Japan,na
2109, NongShim Co Ltd ,2,0.0,0.0,na,na
2110, Nordea Bank Abp ,35,0.0,0.0,na,na
2111, Nordstrom Inc ,37,0.0,0.0,na,na
2112, Norfolk Southern Corp ,33,0.0,0.0,na,na
2113, Norsk Hydro ASA ,63,1.0,0.0,na,na
2114, Norte Grande SA ,0,0.0,0.0,na,na
2115, Northam Platinum Ltd ,30,0.0,0.0,na,na
2116, Northern Star Resources Ltd ,33,0.0,0.0,na,na
2117, Northern Trust Corp ,46,0.0,0.0,na,na
2118, Northrop Grumman Corp ,63,0.0,0.0,na,na
2119, NortonLifeLock Inc ,66,0.0,0.0,na,NLOK
2120, Norwegian Cruise Line Holdings Ltd ,16,0.0,0.0,na,NCLH
2121, Novartis AG ,74,0.0,1.0,Switzerland,na
2122, Novatek Microelectronics Corp ,23,0.0,0.0,na,na
2123, Novatek PJSC ,33,0.0,0.0,na,na
2124, Novo Nordisk A/S ,65,0.0,1.0,Denmark,na
2125, Novolipetsk Steel PJSC ,33,0.0,0.0,na,na
2126, Novozymes A/S ,42,0.0,1.0,Denmark,na
2127, NRG Energy Inc ,35,0.0,0.0,na,na
2128, NSK Ltd ,57,1.0,0.0,na,na
2129, NTPC Ltd ,40,0.0,0.0,na,na
2130, NTT Data Corp ,79,0.0,1.0,Japan,na
2131, NTT DOCOMO Inc ,85,0.0,0.0,na,na
2132, Nu Skin Enterprises Inc ,13,0.0,0.0,na,na
2133, Nuance Communications Inc ,9,0.0,0.0,na,na
2134, Nucor Corp ,13,0.0,0.0,na,na
2135, Nufarm Ltd/Australia ,34,0.0,0.0,na,na
2136, Nutanix Inc ,8,0.0,0.0,na,na
2137, Nutrien Ltd ,53,0.0,0.0,na,na
2138, nVent Electric PLC ,8,0.0,0.0,na,na
2139, NVIDIA Corp ,72,0.0,0.0,na,NVDA
2140, NVR Inc ,9,0.0,0.0,na,na
2141, NWS Holdings Ltd ,26,0.0,0.0,na,na
2142, NXP Semiconductors NV ,28,0.0,0.0,na,NXPI
2143, O'Reilly Automotive Inc ,10,0.0,0.0,na,na
2144, Obayashi Corp ,50,0.0,0.0,na,na
2145, Obic Co Ltd ,1,0.0,0.0,na,na
2146, OC Oerlikon Corp AG ,13,0.0,0.0,na,na
2147, Ocado Group PLC ,19,0.0,0.0,na,na
2148, Occidental Petroleum Corp ,37,0.0,0.0,na,na
2149, OCI Co Ltd ,64,0.0,0.0,na,na
2150, Odakyu Electric Railway Co Ltd ,5,0.0,0.0,na,na
2151, OGE Energy Corp ,14,0.0,0.0,na,na
2152, Oil & Natural Gas Corp Ltd ,21,0.0,0.0,na,na
2153, Oil Search Ltd ,69,0.0,0.0,na,na
2154, Oji Holdings Corp ,16,0.0,0.0,na,na
2155, Okta Inc ,7,0.0,0.0,na,na
2156, Old Dominion Freight Line Inc ,8,0.0,0.0,na,ODFL
2157, Old Mutual Ltd ,28,0.0,0.0,na,na
2158, Olin Corp ,9,0.0,0.0,na,na
2159, Ollie's Bargain Outlet Holdings Inc ,6,0.0,0.0,na,na
2160, Olympus Corp ,51,0.0,0.0,na,na
2161, Omega Healthcare Investors Inc ,6,0.0,0.0,na,na
2162, Omnicom Group Inc ,21,0.0,0.0,na,na
2163, Omron Corp ,75,1.0,1.0,Japan,na
2164, OMV AG ,70,0.0,0.0,na,na
2165, ON Semiconductor Corp ,65,1.0,0.0,na,ON
2166, ONE Gas Inc ,14,0.0,0.0,na,na
2167, ONEOK Inc ,43,0.0,0.0,na,na
2168, Onex Corp ,6,0.0,0.0,na,na
2169, Ono Pharmaceutical Co Ltd ,60,0.0,0.0,na,na
2170, oOh!media Ltd ,14,0.0,0.0,na,na
2171, Ooredoo QPSC ,7,0.0,0.0,na,na
2172, OPAP SA ,25,0.0,0.0,na,na
2173, Open Text Corp ,13,0.0,0.0,na,OTEX
2174, Oracle Corp ,29,0.0,0.0,na,na
2175, Oracle Corp Japan ,8,0.0,0.0,na,na
2176, Oracle Financial Services Software Ltd ,19,0.0,0.0,na,na
2177, Orange Life Insurance Ltd ,12,0.0,0.0,na,na
2178, Orange SA ,43,0.0,1.0,France,na
2179, Orbia Advance Corp SAB de CV ,55,0.0,0.0,na,na
2180, Organizacion Terpel SA ,56,0.0,0.0,na,na
2181, Orica Ltd ,52,0.0,0.0,na,na
2182, Oriental Land Co Ltd/Japan ,16,0.0,0.0,na,na
2183, Origin Energy Ltd ,42,0.0,0.0,na,na
2184, Orion Corp/Republic of Korea ,2,0.0,0.0,na,na
2185, Orion Oyj ,23,0.0,0.0,na,na
2186, ORIX Corp ,32,0.0,0.0,na,na
2187, Orix JREIT Inc ,9,0.0,0.0,na,na
2188, Orkla ASA ,60,0.0,1.0,Norway,na
2189, Orocobre Ltd ,50,0.0,0.0,na,na
2190, Orora Ltd ,22,0.0,0.0,na,na
2191, Orpea ,28,0.0,0.0,na,na
2192, Orsted A/S ,27,1.0,0.0,na,na
2193, Osaka Gas Co Ltd ,66,0.0,0.0,na,na
2194, Oshkosh Corp ,77,0.0,0.0,na,na
2195, OSRAM Licht AG ,81,1.0,0.0,na,na
2196, OTP Bank Nyrt ,34,0.0,0.0,na,na
2197, Otsuka Corp ,7,0.0,0.0,na,na
2198, Otsuka Holdings Co Ltd ,18,0.0,0.0,na,na
2199, Ottogi Corp ,0,0.0,0.0,na,na
2200, Outokumpu Oyj ,57,0.0,1.0,Finland,na
2201, Outotec OYJ ,65,0.0,1.0,Finland,na
2202, Oversea-Chinese Banking Corp Ltd ,41,0.0,0.0,na,na
2203, Owens Corning ,90,0.0,1.0,United States of America (USA),na
2204, OZ Minerals Ltd ,34,0.0,0.0,na,na
2205, PACCAR Inc ,28,0.0,0.0,na,PCAR
2206, Packaging Corp of America ,22,0.0,0.0,na,TANNZ
2207, Pact Group Holdings Ltd ,30,0.0,0.0,na,na
2208, Page Industries Ltd ,15,0.0,0.0,na,na
2209, Pagseguro Digital Ltd ,6,0.0,0.0,na,na
2210, Palo Alto Networks Inc ,11,0.0,0.0,na,na
2211, Pan Ocean Co Ltd ,3,0.0,0.0,na,na
2212, Pan Pacific International Holdings Corp ,14,0.0,0.0,na,na
2213, Panasonic Corp ,35,1.0,1.0,Japan,na
2214, Pandora A/S ,19,0.0,1.0,Denmark,na
2215, Panoro Minerals Ltd ,2,0.0,0.0,na,na
2216, Paradise Co Ltd ,3,0.0,0.0,na,na
2217, Pargesa Holding SA ,8,0.0,0.0,na,na
2218, Park24 Co Ltd ,6,0.0,0.0,na,na
2219, Parker-Hannifin Corp ,27,1.0,0.0,na,na
2220, Parque Arauco SA ,67,0.0,0.0,na,na
2221, Parsley Energy Inc ,10,0.0,0.0,na,na
2222, Partners Group Holding AG ,39,0.0,0.0,na,na
2223, Paychex Inc ,17,0.0,0.0,na,na
2224, Paycom Software Inc ,9,0.0,0.0,na,na
2225, PayPal Holdings Inc ,34,0.0,0.0,na,na
2226, PAZ Corp SA ,0,0.0,0.0,na,na
2227, PBF Energy Inc ,11,0.0,0.0,na,na
2228, Pearl Abyss Corp ,0,0.0,0.0,na,na
2229, Pearson PLC ,67,1.0,0.0,na,na
2230, Pebblebrook Hotel Trust ,16,0.0,0.0,na,na
2231, Pegatron Corp ,29,0.0,0.0,na,na
2232, Pembina Pipeline Corp ,28,0.0,0.0,na,na
2233, Pendal Group Ltd ,32,0.0,0.0,na,na
2234, Pennon Group PLC ,49,0.0,0.0,na,na
2235, Pentair PLC ,21,0.0,0.0,na,na
2236, Penumbra Inc ,10,0.0,0.0,na,na
2237, People's Insurance Co Group of China Ltd ,17,0.0,0.0,na,na
2238, People's United Financial Inc ,20,0.0,0.0,na,na
2239, Pepkor Holdings Ltd ,13,0.0,0.0,na,na
2240, PepsiCo Inc ,36,0.0,0.0,na,na
2241, PeptiDream Inc ,15,0.0,0.0,na,na
2242, Perenti Global Ltd ,10,0.0,0.0,na,na
2243, PerkinElmer Inc ,18,0.0,0.0,na,na
2244, Pernod Ricard SA ,37,0.0,1.0,France,na
2245, Perpetual Ltd ,27,0.0,0.0,na,na
2246, Perrigo Co PLC ,35,0.0,0.0,na,na
2247, Persimmon PLC ,29,0.0,0.0,na,na
2248, Persol Holdings Co Ltd ,3,0.0,0.0,na,na
2249, Perspecta Inc ,9,0.0,0.0,na,na
2250, Perusahaan Gas Negara Tbk PT ,24,0.0,0.0,na,na
2251, Petrobras Distribuidora SA ,6,0.0,0.0,na,na
2252, PetroChina Co Ltd ,20,0.0,0.0,na,na
2253, Petroleo Brasileiro SA ,67,0.0,0.0,na,na
2254, Petronas Chemicals Group Bhd ,42,0.0,0.0,na,na
2255, Petronas Dagangan Bhd ,24,0.0,0.0,na,na
2256, Petronas Gas Bhd ,21,0.0,0.0,na,na
2257, Petronet LNG Ltd ,10,0.0,0.0,na,na
2258, Peugeot SA ,81,0.0,0.0,na,na
2259, Pfizer Inc ,29,0.0,1.0,United States of America (USA),na
2260, PGE Polska Grupa Energetyczna SA ,13,0.0,0.0,na,na
2261, Philip Morris International Inc ,69,0.0,1.0,United States of America (USA),na
2262, Phillips 66 ,18,0.0,0.0,na,na
2263, Phison Electronics Corp ,26,0.0,0.0,na,na
2264, PhosAgro PJSC ,20,0.0,0.0,na,na
2265, Physicians Realty Trust ,5,0.0,0.0,na,na
2266, PICC Property & Casualty Co Ltd ,12,0.0,0.0,na,na
2267, Pick n Pay Stores Ltd ,28,0.0,1.0,South Africa,na
2268, Pidilite Industries Ltd ,6,0.0,0.0,na,na
2269, Pigeon Corp ,5,0.0,0.0,na,na
2270, Pilbara Minerals Ltd ,26,0.0,0.0,na,na
2271, Pinduoduo Inc ,2,0.0,0.0,na,PDD
2272, Ping An Healthcare and Technology Co Ltd ,10,0.0,0.0,na,na
2273, Ping An Insurance Group Co of China Ltd ,58,0.0,0.0,na,na
2274, Pinnacle Financial Partners Inc ,14,0.0,0.0,na,PNFP
2275, Pinnacle West Capital Corp ,33,0.0,0.0,na,na
2276, Pioneer Natural Resources Co ,26,0.0,0.0,na,na
2277, Piramal Enterprises Ltd ,25,0.0,0.0,na,na
2278, Pirelli & C SpA ,85,0.0,1.0,Italy,na
2279, PLA Administradora Industrial S de RL de CV ,2,0.0,0.0,na,na
2280, Planet Fitness Inc ,8,0.0,0.0,na,na
2281, Platinum Asset Management Ltd ,21,0.0,0.0,na,na
2282, Plaza SA ,62,0.0,0.0,na,na
2283, PNC Financial Services Group Inc ,40,0.0,0.0,na,na
2284, PNM Resources Inc ,17,0.0,0.0,na,na
2285, Pola Orbis Holdings Inc ,19,0.0,0.0,na,na
2286, Polaris Inc ,15,0.0,0.0,na,na
2287, Polski Koncern Naftowy ORLEN SA ,24,0.0,0.0,na,na
2288, Polskie Gornictwo Naftowe i Gazownictwo SA ,15,0.0,0.0,na,na
2289, Polymetal International PLC ,71,0.0,0.0,na,na
2290, Polyus PJSC ,45,0.0,0.0,na,na
2291, Pool Corp ,9,0.0,0.0,na,POOL
2292, Porsche Automobil Holding SE ,34,0.0,0.0,na,na
2293, Porto Seguro SA ,16,0.0,0.0,na,na
2294, POSCO ,67,0.0,0.0,na,na
2295, POSCO Chemical Co Ltd ,4,0.0,0.0,na,na
2296, Posco International Corp ,21,0.0,0.0,na,na
2297, Postal Savings Bank of China Co Ltd ,25,0.0,0.0,na,na
2298, Poste Italiane SpA ,78,0.0,0.0,na,na
2299, PostNL NV ,79,0.0,1.0,Netherlands,na
2300, Pou Chen Corp ,27,0.0,0.0,na,na
2301, Power Assets Holdings Ltd ,63,0.0,0.0,na,na
2302, Power Corp of Canada ,33,0.0,0.0,na,na
2303, Power Financial Corp ,22,0.0,0.0,na,na
2304, Power Grid Corp of India Ltd ,13,0.0,0.0,na,na
2305, Powertech Technology Inc ,29,0.0,0.0,na,na
2306, Powszechna Kasa Oszczednosci Bank Polski SA ,26,0.0,0.0,na,na
2307, Powszechny Zaklad Ubezpieczen SA ,17,0.0,0.0,na,na
2308, PPB Group Bhd ,15,0.0,0.0,na,na
2309, PPG Industries Inc ,44,0.0,0.0,na,na
2310, PPL Corp ,30,0.0,0.0,na,na
2311, PPX Mining Corp ,1,0.0,0.0,na,na
